Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10460,"Sakura Wars 2: Kimi, Shinitamou koto Nakare",DC,2000.0,Adventure,Sega,0.0,0.0,0.1,0.0,0.1
10461,NatGeo Challenge! Wild Life,PS3,2010.0,Misc,Black Bean Games,0.05,0.03,0.0,0.01,0.1
10462,Idol Janshi Suchie-Pai Remix,SAT,1995.0,Misc,Jaleco,0.0,0.0,0.1,0.0,0.1
10463,Kung Fu Panda 2,PS3,2011.0,Action,THQ,0.04,0.04,0.0,0.02,0.1
10464,Star Wars: Lethal Alliance,DS,2006.0,Action,Ubisoft,0.08,0.01,0.0,0.01,0.1
10465,Exhibition Volume 03,XB,2003.0,Misc,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1
10466,Zero4 Champ RR-Z,SNES,1995.0,Racing,Media Rings,0.0,0.0,0.1,0.0,0.1
10467,Initial D: Street Stage,PSP,2006.0,Racing,Sega,0.0,0.0,0.1,0.0,0.1
10468,Tales of Innocence R,PSV,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10469,Generator Rex: Agent of Providence,3DS,2011.0,Action,Activision,0.07,0.02,0.0,0.01,0.1
10470,Petz Hamsterz Superstarz,DS,2009.0,Simulation,Ubisoft,0.09,0.0,0.0,0.01,0.1
10471,NeverDead,X360,2012.0,Shooter,Konami Digital Entertainment,0.06,0.03,0.0,0.01,0.1
10472,Age of Empires II: The Age of Kings,PC,1999.0,Strategy,Microsoft Game Studios,0.01,0.08,0.0,0.02,0.1
10473,"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,2010.0,Strategy,THQ,0.08,0.01,0.0,0.01,0.1
10474,Predator: Concrete Jungle,XB,2005.0,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.1
10475,CSI: Hard Evidence,X360,2007.0,Adventure,Ubisoft,0.07,0.02,0.0,0.01,0.1
10476,F1 2014,PC,2014.0,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1
10477,Code Lyoko: Quest for Infinity,Wii,2007.0,Action,Game Factory,0.07,0.02,0.0,0.01,0.1
10478,Fate/hollow ataraxia,PSV,2014.0,Adventure,Type-Moon,0.0,0.0,0.1,0.0,0.1
10479,Lucky * Star: Ryouou Gakuen Outousai,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.1,0.0,0.1
10480,Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1
10481,Murder in Venice,DS,2011.0,Adventure,City Interactive,0.06,0.03,0.0,0.01,0.1
10482,Nancy Drew: The Model Mysteries,DS,2010.0,Puzzle,THQ,0.09,0.0,0.0,0.01,0.1
10483,Ride,XOne,2015.0,Racing,Milestone S.r.l.,0.04,0.05,0.0,0.01,0.1
10484,Naruto Shippuden: Gekito Ninja Taisen! EX,Wii,2007.0,Fighting,Takara Tomy,0.0,0.0,0.1,0.0,0.1
10485,Universal Studios Theme Parks Adventure,GC,2001.0,Misc,Kemco,0.08,0.02,0.0,0.0,0.1
10486,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,2009.0,Misc,Nintendo,0.0,0.0,0.1,0.0,0.1
10487,Little League World Series Baseball 2010,X360,2010.0,Sports,Activision,0.09,0.0,0.0,0.01,0.1
10488,Piglet's Big Game,PS2,2003.0,Platform,Gotham Games,0.05,0.04,0.0,0.01,0.1
10489,Real Bout Garou Densetsu,SAT,1996.0,Fighting,SNK,0.0,0.0,0.1,0.0,0.1
10490,Arcania: Gothic 4,X360,2010.0,Role-Playing,JoWood Productions,0.03,0.04,0.01,0.01,0.1
10491,Ben 10 Galactic Racing,X360,2011.0,Racing,D3Publisher,0.07,0.02,0.0,0.01,0.1
10492,Project FIFA World Cup,PS2,2002.0,Sports,Electronic Arts,0.0,0.0,0.1,0.0,0.1
10493,System Flaw,DS,2009.0,Shooter,Enjoy Gaming ltd.,0.09,0.0,0.0,0.01,0.1
10494,Rio,X360,2011.0,Misc,THQ,0.05,0.03,0.0,0.01,0.1
10495,Rocky: Legends,XB,2004.0,Action,Ubisoft,0.07,0.02,0.0,0.0,0.1
10496,Lord of Apocalypse,PSP,2011.0,Role-Playing,Square Enix,0.0,0.0,0.1,0.0,0.1
10497,The BIGS 2,PSP,2009.0,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1
10498,Horse Life Adventures,DS,2008.0,Simulation,Deep Silver,0.08,0.01,0.0,0.01,0.1
10499,iCarly 2: iJoin The Click!,Wii,2010.0,Adventure,Activision,0.08,0.01,0.0,0.01,0.1
10500,Burnout Paradise: The Ultimate Box,PC,2009.0,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.1
10501,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,GBA,2004.0,Adventure,Nintendo,0.0,0.0,0.1,0.0,0.1
10502,The Secret Saturdays: Beasts of the 5th Sun,Wii,2009.0,Action,D3Publisher,0.09,0.0,0.0,0.01,0.1
10503,Winter Stars,X360,2011.0,Sports,Deep Silver,0.05,0.04,0.0,0.01,0.1
10504,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,2008.0,Adventure,Alchemist,0.0,0.0,0.1,0.0,0.1
10505,Star Trek: Shattered Universe,PS2,2004.0,Simulation,Global Star,0.05,0.04,0.0,0.01,0.1
10506,The Land Before Time: Great Valley Racing Adventure,PS,2001.0,Racing,TDK Mediactive,0.05,0.04,0.0,0.01,0.1
10507,Ultra Street Fighter IV,PS4,2015.0,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1
10508,Animal Planet: Vet Life,Wii,2009.0,Simulation,Activision,0.09,0.0,0.0,0.01,0.1
10509,Cubic Ninja,3DS,2011.0,Platform,Ubisoft,0.05,0.04,0.0,0.01,0.1
10510,Championship Pony,DS,2008.0,Simulation,"Destination Software, Inc",0.09,0.0,0.0,0.01,0.1
10511,Harvest Moon: Frantic Farming,DS,2009.0,Puzzle,Rising Star Games,0.08,0.01,0.0,0.01,0.1
10512,Rise of the Tomb Raider,PC,2016.0,Adventure,Square Enix,0.0,0.09,0.0,0.01,0.1
10513,Pinball Hall of Fame: The Williams Collection,3DS,2011.0,Misc,Crave Entertainment,0.09,0.0,0.0,0.01,0.1
10514,Power Stone Collection,PSP,2006.0,Action,Capcom,0.08,0.0,0.0,0.01,0.1
10515,MTX Mototrax,XB,2004.0,Racing,Activision,0.07,0.02,0.0,0.0,0.1
10516,Blast Chamber,PS,1996.0,Shooter,Activision,0.05,0.04,0.0,0.01,0.1
10517,Thor: God of Thunder,3DS,2011.0,Action,Sega,0.06,0.03,0.0,0.01,0.1
10518,Mana Khemia: Student Alliance,PSP,2008.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.03,0.01,0.1
10519,Retro Game Challenge (US sales),DS,2007.0,Action,Namco Bandai Games,0.1,0.0,0.0,0.0,0.1
10520,EyeToy: Operation Spy,PS2,2005.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1
10521,Zoo Tycoon (2013),X360,2013.0,Simulation,Microsoft Game Studios,0.02,0.07,0.0,0.01,0.1
10522,MotoGP 07,PS2,2007.0,Racing,Capcom,0.05,0.04,0.0,0.01,0.1
10523,Touch Detective,DS,2006.0,Adventure,505 Games,0.06,0.03,0.0,0.01,0.1
10524,Option Tuning Car Battle,PS,1998.0,Racing,MTO,0.0,0.0,0.09,0.01,0.1
10525,Rapala Pro Bass Fishing 2010,DS,2010.0,Sports,Activision,0.09,0.0,0.0,0.01,0.1
10526,Derby Jockey 2,SNES,1995.0,Sports,Asmik Corp,0.0,0.0,0.1,0.0,0.1
10527,Famicom Mini: Mappy,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.09,0.0,0.1
10528,Reign of Fire,XB,2002.0,Shooter,BAM! Entertainment,0.07,0.02,0.0,0.0,0.1
10529,Descent Maximum,PS,1997.0,Shooter,Interplay Productions,0.05,0.04,0.0,0.01,0.1
10530,Disney Sing It! High School Musical 3: Senior Year,X360,2009.0,Misc,Disney Interactive Studios,0.09,0.0,0.0,0.01,0.1
10531,"Blast Works: Build, Trade, Destroy",Wii,2008.0,Shooter,Eidos Interactive,0.09,0.0,0.0,0.01,0.1
10532,Resident Evil: Revelations 2,XOne,2015.0,Action,Capcom,0.07,0.02,0.0,0.01,0.1
10533,Major League Baseball 2K11,DS,2011.0,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1
10534,Shining Force EXA,PS2,2007.0,Role-Playing,Sega,0.0,0.0,0.1,0.0,0.1
10535,Virtual Pro Wrestling,PS,1996.0,Fighting,Asmik Ace Entertainment,0.0,0.0,0.09,0.01,0.1
10536,Wasteland 2,PC,2015.0,Role-Playing,inXile Entertainment,0.02,0.06,0.0,0.01,0.1
10537,Shadow Tower,PS,1998.0,Role-Playing,From Software,0.01,0.01,0.07,0.01,0.1
10538,Ninja Reflex,DS,2008.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1
10539,Dragon Ball: Evolution,PSP,2009.0,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1
10540,Red Bull BC One,DS,2008.0,Misc,Playlogic Game Factory,0.09,0.0,0.0,0.01,0.1
10541,Heatseeker,Wii,2007.0,Action,Codemasters,0.08,0.0,0.0,0.01,0.1
10542,Watchmen: The End is Nigh Part 1 & 2,X360,2009.0,Action,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1
10543,Ford Racing 3,DS,2005.0,Racing,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1
10544,Ice Age 2: The Meltdown,XB,2006.0,Platform,Vivendi Games,0.07,0.02,0.0,0.0,0.1
10545,Guilty Gear Isuka,PS2,2004.0,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1
10546,MySims SkyHeroes,X360,2010.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1
10547,NASCAR Unleashed,PS3,2011.0,Racing,Activision,0.09,0.0,0.0,0.01,0.1
10548,Shadow Master,PS,1997.0,Adventure,Psygnosis,0.05,0.04,0.0,0.01,0.1
10549,Global Touring Challenge: Africa,PS2,2001.0,Racing,Rage Software,0.05,0.04,0.0,0.01,0.1
10550,Jikkyou Powerful Pro Yakyuu 2013,PSV,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
10551,Dead or Alive 5,PSV,2013.0,Fighting,Tecmo Koei,0.0,0.05,0.03,0.02,0.1
10552,Tokimeki Memorial: Taisen Pazurudama,PS,1996.0,Puzzle,Konami Digital Entertainment,0.0,0.0,0.09,0.01,0.1
10553,InuYasha: Secret of the Divine Jewel,DS,2007.0,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1
10554,MotoGP 2,XB,2003.0,Racing,THQ,0.07,0.02,0.0,0.0,0.1
10555,Pro Yakyuu Famista DS,DS,2007.0,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10556,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,2002.0,Fighting,Banpresto,0.05,0.02,0.03,0.0,0.1
10557,BIT.TRIP COMPLETE,Wii,2011.0,Misc,Rising Star Games,0.06,0.02,0.0,0.01,0.1
10558,EyeCreate,PS3,2007.0,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02,0.1
10559,Skylanders: Spyro's Adventure,PC,2011.0,Action,Activision,0.05,0.03,0.0,0.01,0.1
10560,Paws & Claws: Pet Vet,Wii,2009.0,Simulation,THQ,0.09,0.0,0.0,0.01,0.1
10561,Touch Mechanic,DS,2008.0,Simulation,Nintendo,0.09,0.0,0.0,0.01,0.1
10562,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012.0,Adventure,Gust,0.0,0.0,0.1,0.0,0.1
10563,Ar tonelico: Melody of Elemia,PS2,2006.0,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1
10564,Man vs. Wild,X360,2011.0,Action,Crave Entertainment,0.09,0.0,0.0,0.01,0.1
10565,Sol Trigger,PSP,2012.0,Role-Playing,Image Epoch,0.0,0.0,0.1,0.0,0.1
10566,Pony Friends 2,Wii,2009.0,Simulation,Eidos Interactive,0.04,0.05,0.0,0.01,0.1
10567,Castlevania Double Pack,GBA,2006.0,Platform,Konami Digital Entertainment,0.07,0.03,0.0,0.0,0.1
10568,Ballistic: Ecks vs. Sever,GBA,2002.0,Shooter,BAM! Entertainment,0.07,0.03,0.0,0.0,0.1
10569,Jikkyou Powerful Pro Yakyuu 11,GC,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.1
10570,Steel Battalion,XB,2002.0,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0.0,0.1
10571,Glory Days 2,DS,2007.0,Strategy,Ghostlight,0.08,0.0,0.0,0.01,0.1
10572,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,2009.0,Action,Blast! Entertainment Ltd,0.09,0.0,0.0,0.01,0.1
10573,Street Fighter Collection,PS,1997.0,Fighting,Capcom,0.0,0.0,0.09,0.01,0.1
10574,thinkSMART,DS,2010.0,Misc,Conspiracy Entertainment,0.09,0.0,0.0,0.01,0.1
10575,Digimon Story: Super Xros Wars Blue/Red,DS,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10576,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
10577,Mind Quiz,PSP,2006.0,Action,Ubisoft,0.08,0.01,0.0,0.01,0.1
10578,Populous DS,DS,2008.0,Strategy,Rising Star Games,0.07,0.0,0.02,0.01,0.1
10579,Who Wants to Be A Millionaire?,X360,2011.0,Misc,Ubisoft,0.09,0.0,0.0,0.01,0.1
10580,Bladestorm: The Hundred Years' War,X360,2007.0,Action,Tecmo Koei,0.08,0.01,0.0,0.01,0.1
10581,Cartoon Network: Punch Time Explosion,3DS,2011.0,Fighting,Deep Silver,0.07,0.02,0.0,0.01,0.1
10582,Imagine: Reporter,DS,2010.0,Simulation,Ubisoft,0.08,0.01,0.0,0.01,0.1
10583,Disney Planes Fire & Rescue,3DS,2014.0,Action,Disney Interactive Studios,0.01,0.08,0.0,0.01,0.1
10584,MX SuperFly featuring Ricky Carmichael,XB,2002.0,Racing,THQ,0.07,0.02,0.0,0.0,0.1
10585,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
10586,Natural Doctrine,PS4,2014.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1
10587,SNK vs. Capcom Card Fighters DS,DS,2006.0,Strategy,Ignition Entertainment,0.09,0.0,0.0,0.01,0.1
10588,Mystery Stories: Curse of the Ancient Spirits,DS,2011.0,Adventure,GSP,0.05,0.04,0.0,0.01,0.1
10589,Kuroko's Basketball: Miracle Game,3DS,2014.0,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
10590,Minority Report: Everybody Runs,XB,2002.0,Action,Activision,0.07,0.02,0.0,0.0,0.1
10591,MindJack,X360,2011.0,Shooter,Square Enix,0.07,0.02,0.0,0.01,0.1
10592,ReCore,XOne,2016.0,Action,Microsoft Game Studios,0.06,0.03,0.0,0.01,0.1
10593,NASCAR,PSP,2006.0,Racing,Electronic Arts,0.09,0.0,0.0,0.01,0.1
10594,Halo 2,PC,2007.0,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.1
10595,Shox,PS2,2002.0,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.09
10596,Unou no Tatsujin: Soukai! Machigai Museum 2,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10597,Playboy: The Mansion,XB,2005.0,Simulation,Ubisoft,0.07,0.02,0.0,0.0,0.09
10598,The X-Factor,X360,2010.0,Misc,Deep Silver,0.0,0.08,0.0,0.01,0.09
10599,Gundam Breaker,PSV,2013.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10600,Neo Atlas,PS,1998.0,Strategy,ArtDink,0.0,0.0,0.09,0.01,0.09
10601,Jaws: Ultimate Predator,Wii,2011.0,Action,Majesco Entertainment,0.09,0.0,0.0,0.01,0.09
10602,Disney's Aladdin in Nasira's Revenge,PS,2000.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09
10603,Kiniro no Corda 3,PSP,2010.0,Adventure,Tecmo Koei,0.0,0.0,0.09,0.0,0.09
10604,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,2005.0,Adventure,Activision,0.07,0.02,0.0,0.0,0.09
10605,Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10606,Winning Post 6,PS2,2003.0,Sports,Tecmo Koei,0.0,0.0,0.09,0.0,0.09
10607,Rock Band Country Track Pack 2,Wii,2011.0,Misc,MTV Games,0.09,0.0,0.0,0.01,0.09
10608,Darkest of Days,X360,2009.0,Shooter,Phantom EFX,0.09,0.0,0.0,0.01,0.09
10609,Whacked!,XB,2002.0,Misc,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09
10610,Ghostbusters: The Video Game (DS Version),PC,2010.0,Action,Take-Two Interactive,0.0,0.08,0.0,0.02,0.09
10611,Barnyard,PS2,2006.0,Action,THQ,0.05,0.04,0.0,0.01,0.09
10612,Big League Sports: Summer,Wii,2009.0,Sports,Activision,0.09,0.0,0.0,0.01,0.09
10613,Angry Birds: Rio,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.07,0.0,0.02,0.09
10614,Dance on Broadway,PS3,2011.0,Misc,Ubisoft,0.05,0.03,0.0,0.01,0.09
10615,Risen 3: Titan Lords,PC,2014.0,Role-Playing,Deep Silver,0.0,0.08,0.0,0.01,0.09
10616,Dungeons,PC,2011.0,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09
10617,Pac-Man World 3,GC,2005.0,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09
10618,SingStar Apres-Ski Party 2,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.07,0.0,0.02,0.09
10619,Raven Squad: Operation Hidden Dagger,X360,2009.0,Shooter,Evolved Games,0.08,0.01,0.0,0.01,0.09
10620,Rocky,GC,2002.0,Fighting,Rage Software,0.07,0.02,0.0,0.0,0.09
10621,Gundam Breaker 3,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10622,Crash 'N' Burn,XB,2004.0,Racing,Eidos Interactive,0.07,0.02,0.0,0.0,0.09
10623,Medieval II: Total War,PC,2006.0,Strategy,Sega,0.0,0.08,0.0,0.02,0.09
10624,NFL Blitz 20-02,XB,2002.0,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09
10625,Metal Fight Beyblade,DS,2009.0,Action,Hudson Soft,0.0,0.0,0.09,0.0,0.09
10626,Robots,XB,2005.0,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.09
10627,Speed Kings,PS2,2003.0,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.09
10628,Monopoly Collection,Wii,2011.0,Misc,Electronic Arts,0.02,0.07,0.0,0.01,0.09
10629,The King of Fighters XIV,PS4,2016.0,Fighting,Deep Silver,0.04,0.01,0.03,0.01,0.09
10630,Langrisser V: The End of Legend,SAT,1998.0,Strategy,NCS,0.0,0.0,0.09,0.0,0.09
10631,FIFA Street 3,DS,2008.0,Sports,Electronic Arts,0.07,0.02,0.0,0.01,0.09
10632,PhotoKano,PSP,2012.0,Adventure,Kadokawa Shoten,0.0,0.0,0.09,0.0,0.09
10633,Ouchi Mainichi Tamagotchi,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10634,Fresh PreCure! Asobi Collection,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10635,Populous: The Beginning,PS,1998.0,Strategy,Electronic Arts,0.05,0.04,0.0,0.01,0.09
10636,Rygar: The Battle of Argus,Wii,2008.0,Action,Rising Star Games,0.09,0.0,0.0,0.01,0.09
10637,Chess,PS,2001.0,Strategy,Success,0.05,0.04,0.0,0.01,0.09
10638,Rosco McQueen: Firefighter Extreme,PS,1997.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09
10639,Terranigma,SNES,1995.0,Role-Playing,Nintendo,0.0,0.0,0.09,0.0,0.09
10640,PAC-MAN and the Ghostly Adventures,3DS,2013.0,Platform,Namco Bandai Games,0.05,0.04,0.0,0.01,0.09
10641,The Voice,WiiU,2014.0,Action,Activision,0.08,0.0,0.0,0.01,0.09
10642,Forever Kingdom,PS2,2001.0,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09
10643,Blitz: Overtime,PSP,2006.0,Sports,Midway Games,0.09,0.0,0.0,0.01,0.09
10644,Cabela's North American Adventures,PSP,2010.0,Sports,Activision,0.08,0.0,0.0,0.01,0.09
10645,Altered Beast: Guardian of the Realms,GBA,2002.0,Action,THQ,0.07,0.02,0.0,0.0,0.09
10646,Field & Stream: Total Outdoorsman Challenge,X360,2010.0,Sports,505 Games,0.09,0.0,0.0,0.01,0.09
10647,Wordmaster,DS,2008.0,Strategy,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.09
10648,Shining Tears,PS2,2004.0,Role-Playing,Sega,0.05,0.04,0.0,0.01,0.09
10649,MotoGP,XB,2002.0,Racing,THQ,0.07,0.02,0.0,0.0,0.09
10650,Scaler,PS2,2004.0,Platform,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09
10651,Gradius V,PS2,2004.0,Shooter,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09
10652,X-COM: UFO Defense,PS,1995.0,Strategy,Microprose,0.05,0.04,0.0,0.01,0.09
10653,Raiden Fighters Aces,X360,2008.0,Shooter,Valcon Games,0.06,0.03,0.0,0.01,0.09
10654,Scooby-Doo! Who's Watching Who?,DS,2006.0,Adventure,THQ,0.08,0.01,0.0,0.01,0.09
10655,World Cup '98 France: Road to Win,SAT,1998.0,Sports,Sega,0.0,0.0,0.09,0.0,0.09
10656,MLB SlugFest 20-04,XB,2003.0,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09
10657,Barbie and the Magic of Pegasus,GBA,2005.0,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.09
10658,SD Gundam G Generation DS,DS,2005.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10659,Adventure Time: Finn & Jake Investigations,X360,2015.0,Action,Little Orbit,0.02,0.06,0.0,0.01,0.09
10660,Bleach: Heat the Soul,PSP,2005.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.09,0.0,0.09
10661,Fishing Master World Tour,Wii,2009.0,Sports,Hudson Entertainment,0.09,0.0,0.0,0.01,0.09
10662,Psychonauts,PS2,2005.0,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09
10663,Harvey Birdman: Attorney at Law,PSP,2008.0,Adventure,Capcom,0.08,0.0,0.0,0.01,0.09
10664,World Stadium 5,PS,2001.0,Sports,Namco Bandai Games,0.0,0.0,0.09,0.01,0.09
10665,The Legend of Heroes: A Tear of Vermillion,PSP,2005.0,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.09
10666,Digimon World: Next Order,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10667,The Amazing Spider-Man (Console Version),WiiU,2013.0,Action,Activision,0.05,0.03,0.0,0.01,0.09
10668,The Crew: Wild Run,PS4,2015.0,Action,Ubisoft,0.0,0.08,0.0,0.01,0.09
10669,ESPN NBA 2Night,PS2,2000.0,Sports,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09
10670,Uta no Prince-Sama: Debut,PSP,2012.0,Adventure,Broccoli,0.0,0.0,0.09,0.0,0.09
10671,Galactic Taz Ball,DS,2010.0,Platform,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.09
10672,Freekstyle,GC,2002.0,Racing,Electronic Arts,0.07,0.02,0.0,0.0,0.09
10673,Ford Mustang: The Legend Lives,XB,2005.0,Racing,Take-Two Interactive,0.07,0.02,0.0,0.0,0.09
10674,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,1995.0,Misc,Sega,0.0,0.0,0.09,0.0,0.09
10675,Digimon Rumble Arena 2,PS2,2004.0,Fighting,Atari,0.05,0.04,0.0,0.01,0.09
10676,Scooby-Doo! Unmasked,DS,2005.0,Platform,THQ,0.07,0.02,0.0,0.01,0.09
10677,Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2009.0,Misc,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09
10678,Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,2014.0,Role-Playing,Atlus,0.07,0.02,0.0,0.01,0.09
10679,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,2010.0,Platform,Nippon Ichi Software,0.05,0.0,0.03,0.01,0.09
10680,Alien Monster Bowling League,Wii,2009.0,Sports,Destineer,0.09,0.0,0.0,0.01,0.09
10681,Devil May Cry 4,PS4,2015.0,Action,Capcom,0.01,0.0,0.08,0.0,0.09
10682,Shockwave Assault,PS,1995.0,Simulation,Electronic Arts,0.05,0.04,0.0,0.01,0.09
10683,echochrome,PSP,2008.0,Puzzle,Sony Computer Entertainment,0.0,0.01,0.08,0.0,0.09
10684,Ribbit King,PS2,2003.0,Sports,Atari,0.05,0.04,0.0,0.01,0.09
10685,Generator Rex: Agent of Providence,Wii,2011.0,Action,Activision,0.07,0.01,0.0,0.01,0.09
10686,Championship Foosball,Wii,2008.0,Sports,505 Games,0.09,0.0,0.0,0.01,0.09
10687,World Championship Poker 2: Featuring Howard Lederer,XB,2005.0,Misc,Crave Entertainment,0.07,0.02,0.0,0.0,0.09
10688,Alien Hominid,GC,2004.0,Shooter,O3 Entertainment,0.07,0.02,0.0,0.0,0.09
10689,Lego Star Wars: The Force Awakens,PSV,2016.0,Action,Warner Bros. Interactive Entertainment,0.02,0.05,0.0,0.02,0.09
10690,Pro Yakyuu Greatest Nine 98,SAT,1998.0,Sports,Sega,0.0,0.0,0.09,0.0,0.09
10691,Snood 2: On Vacation,DS,2005.0,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.09
10692,Ninja Gaiden Black,XB,2005.0,Action,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09
10693,Playmobil Pirates,DS,2009.0,Action,Mindscape,0.08,0.0,0.0,0.01,0.09
10694,Girls und Panzer: I Will Master Tankery,PSV,2014.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10695,Bogey: Dead 6,PS,1996.0,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09
10696,Hakuouki: Zuisouroku Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.09,0.0,0.09
10697,Puyo Pop Fever (JP sales),DS,2004.0,Puzzle,Ignition Entertainment,0.0,0.0,0.09,0.0,0.09
10698,Dragon Ball Kai: Ultimate Butouden,DS,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10699,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,2007.0,Strategy,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09
10700,Brain Age: Concentration Training,3DS,2012.0,Puzzle,Nintendo,0.09,0.0,0.0,0.01,0.09
